key,tweets,gt_type,pred_type
454,يارب تصبر والديه وتصبر الأمة الاسلامية جمعاء وإن لله وإن إليه راجعون,0,1
455,تعازينا لأهل ريان وللشعب المغربى ولكل الأنسانيه فى فقد ريان إنا لله وإنا إليه راجعون ريان اسم لن ينساه أى شخص عاش مع أحداث هذه القصه المؤلمه فى القلب ياريان مصر,0,1
456,الله يرحم ريان ويصبر امه وابوه طير من طيور الجنة,0,1
457,يارب صبرهم وعوظهم خير والله الشعب الجزائري كله حزين وتتبع لحظة بلحظة شكرا لك ريان انت وحدت الشعوب وبينت مدى حبهم لبعض,0,1
458,تعازينا الخالصه الي ام ريان والى شعب المغربي من الشعب العراقي الله يرحمه ويجعل مثواه الجنه الله يرحم جميع الشهداء والموتى الحمد لله على كل حال,0,1
459,تعازينا الخالصة من القلب الحزين على فراقك يا ريان بقينا صامدين الى جانبك و ندعو لك بالفرج و خروجك سالما من البئر لكن مشيئة الله ارادت ان تنتقل الى جوار ربك الله يرحمك و يصبر ابويك واهلك و ان شاء الله انت طير من طيور الجنة وداعا ريان البطل,0,1
460,الله يرحمه ويصبر ماماه ؤباباه ويصبرنا كاملين قلبي كيتقتع حسيت بحال لمت ليا ولدي الله يجعلو طائر من طيور الجنه إنا لله وإنا إليه راجعون,0,1
461,إنا لله وإنا إليه راجعون ربي يرحمو طير من طيور الجنة,0,1
462,يارب اجعل قبر الطفل ريان روضة من رياض الجنة امين يارب العالمين,0,1
463,تعازينا الحارة لام واب ريان الهمهما الصبر على فراقه نحن ولم نتمالك نفسنا فما بال أبويه طير من طيور الجنة ان شاء الله وتعازينا للمغاربة والأمة العربية التي وقفت معنا في محنتنا,0,0
464,عضم الله اجر الجميع في هذا المصاب الجلل تعازينا لكل آلامه العربية والإسلامية في وفاة ابننا ريان رحمة الله تغشاه اخوكم محمد المفدم من اليمن,0,1
465,الله يعظم الأجر لكامل الشعب المغربي و الوالدين إنشاء الله ربي يصبرهم ربي يرحمو إنشاء الله يكون ملاك في الجنة و الله يصبر كامل العرب المتضامنين,0,1
466,تعازينا الخالصة لوالدي واسرة ابننا ريان والى الشعب المغربي الاصيل وربي حرقة فيني على الولد ريان الله يرحمة طير من طيور الجنة وشفاعه لكل مسلم وكل متضامن معه وكل من تعب وحفر وسهر وتعب ونقل لنا الاحداث اول بأول شكرا لكم شعب المغرب دوله وحكومة تعازينا الخالص من القلب لكم من اليمن,0,1
467,ان لله وانا اليه راجعون تعازينا للمغرب الشقيق ونعزى انفسنا فى وفاة ريان,0,1
468,كل تعازينا لأهل ريان ربي يرحمو ويجعل مثواه الجنة إن شاءالله يا رب,0,1
469,العزاء لوالدي ريان و اهله و الشعب المغربي و اي انسان تاسف لحبيبنا ريان و ريان عصفور جنة و الله يصبرنا يا رب و صبر اهلو و خاصة والديه يا رب,0,1
470,no podemos estar mas tristes tenemos el alma rota allah yrehmekk rayan,0,0
471,الله أكبر إنا لله وإنا إليه راجعون رحمه الله وجعله طيرا من طيور الجنة وشفيعا لوالديه وألهم والديه وذويه و شعبه وكل المسلمين الصبر والسلوان ياريان إنا لفراقك لمحزونون تمنينا فرحة الخروج والحياة ولكن قدر الله و ماشاء فعل لا حول ولا قوة إلا بالله,0,1
472,تعازينا الخالصة لاهل الملاك ريان ولشعب المغربي طير من طيور الجنة ان لله وان اليه راجعون ربي يرحمو,0,0
473,كلما أرى فيديو عن ريان أبكي عليه بحرقة ماذا فعلت بنا يا ريان لنحبك بهذا القدر ونحزن لفراقك أكيك لأن الله أحبك وجعلك طيرا في الجنة رحمك الله,0,1
474,إن العين لتدمع وإن القلب ليحزن وإنا على فراقك يا ريان لمحزونون,0,0
475,allah rahme rayane allah saber ses parents et tous ses proches et merci à tout les personnes prient et qui ont pris un grand risque dans le puit,0,1
476,لا إله إلا الله الله يرحمو و يرحم جدودنا و يرحم جميع اموات المسلمين والمسلمات,0,1
477,ربي يرحمه و يصبر أهله هذا موعده مع الأجل و شاء الله أن يعرفه كل الناس و يدعون له,0,1
478,نعزي كافة الشعب المغربي والامه الإسلامية بوفاة ريان الله يرحمه ويسكنه فسيح جناته أنا لله وانا اليه راجعون اختكم من اليمن,0,1
479,الله يرحمك ياريان خليت بقعة كبيرة حزينة في قلوبنا ياطير الجنة تعازينا الي والديه والشعب المغربي وهذا طفل كان سبب لتوضيح اننا لا نطيق اي وجع في بعضنا لبعض كلنا قلب واحد يارب صبرهم على فراق ابنهم,0,1
480,تعازينا الحاره من السعوديه لااهل ريان,0,1
481,وكان الحادث جاء لينير قلوب الاشقاء لينمحي كلخلاف او بغض رحل ريان الى الواحد الاحد لكن اثره الطيب دائم الله يرحمك ريان تونسية مرة من هنا,0,1
482,ان لله وان اليه راجعون ان العين لتدمع وان القلب ليحزن و انا على فراق ريان لمحزونون,0,0
483,تعازينا الحارة من عين تدمع و قلب حزين يا رب يسبر اهلو و يحعله طير من طيور الجنة اخوانكم من الجزاءر,0,0
484,الدموع ستزال و الحزن سيزال و أنت يا حبيبي يا بطل سوف تبقى في ذاكرتنا إلى أن نلقى الله اللهم ارزق أهله وذويه و ارزقنا أجمعين الصبر والسلوان يارب العالمين اللهم انعمه في جنة الفردوس الأعلى و اغفر لنا أجمعين و اللهم تقبل العمل الصالح من جميع من ساهم و دعا و جاهد و عمل و كل دعم و كان في قلبه رحمة تجاه هذا الطفل البطل البريء يا أرحم الراحمين,0,1
485,إن لله وإن إليه راجعون الله يرحم الطفل الملاك ريان ويجعله من اهل الجنة امين يا رب العالمين الله يصبر والديه وتعازبنا الحارة إليهم والى كل الشعب المغربي,0,1
486,إن العين لتدمع وإن القلب ليحزن وانا لفراقك يا ريان لمحزنون انا لله وانا اليه راجعون الله ينزل السكينه والطمأنينة والصبر على فؤاد امك وابيك أبكيتنا ي صغيري ونحن لانعرفك طير من طيور الجنة بإذن الله وشفيعا لوالديك,0,0
487,ان العين تدمع والقلب يخشع وما نقول الا ما يرضي ربنا ان لله وان اليه رجعو الله يصبرنا ويصبر الأم والأب ديالو يارب,0,1
488,الله يرحم ولدنا ريان واجعله طيرا من طيور الجنة هذا الطفل هز قلوب العالم وشكرا لإخواننا الجزائر لعطفهم وطيبتهم اللهم اجعلنا اخواننا في الخير,0,1
489,اصبري ام ريان فابنك في الجنة إن لله وانا إليه راجعون لن يصيبنا الا ما كتب الله لنا,0,1
490,تعازي الخاصة الأم والاب والاسرة كاملة ولشعب المغربي عامة,0,1
491,نيابة عن العراق والشعب العراقي اتقدم بخالص العزاء والمواساة لعائلة اخي الصغير ريان ولكافة الشعب المغربي المجاهد رحم الله ريان اسأل الله تعالى ان يرحمه بوافر رحمته وان ينزل الصبر في قلوبكم,0,1
492,قدر الله مشاء فعل ريان من ضيق البئر إلى الجنة عرضها السماوات الارض و ربي يصبر والديه,0,1
493,لايوجد بيت إلا وقد ذرفت فيه الدموع على فراقك يا ريان ولانقول إلا مايرضي ربنا لله ما أعطى ولله ما أخد وإنا على فراقك لمحزونون وإنا لله وإنا لله راجعون رحمك الله ياولدي ريان,0,0
494,عزاؤنا واحد في ابننا ريان الله يصبرنا جميعا الله يرحمك يا ريان طير من طيور الجنة عزاؤنا واحد من فرنسا إنا لله وإنا إليه راجعون إنا لله وإنا إليه راجعون,0,0
495,قلبي كيتقطع عليك الوليدي الحبيب الله يرحمك و يصبر ميمتك عند الله في الجنة انشاء الله,0,1
496,ربي يرحمك اخي ابي ابني حبيبي ريان رانا موجوعين لفراقك الله يعطي اهلك الصبر ويعطينا الصبر على رحيلك يا اقوى واجمل طفل الجزائر والله كلها تبكيك,0,1
497,من الجزائر عظم الله أجركم كنت نتوقع يخرج حي و يعالج في المستشفى و كل مرة يورونا المستجدات الصحية ديالو في الاخبار و هو يتعالج و يتحسن كل مرة على مرة حتى يبرا و نشوفو الضحكة ديالو لي شفناها في الصورة و لكن قدر الله و ما شاء فعل انا لله و انا لله راجعون,0,0
498,الله يرحموا ويصبر أهلوا,0,1
499,إنا لله وإنا إليه راجعون الله يجعل محبته صبر ويصبر أهله ويرزق أمه الصبر,0,1
500,تعازينا لاهل ريا و الشعب المغربي ونعزي انفسنا جميعا ربي يرحمو ريان طير من طيور الجنة,0,1
501,نبعث تعزيه لاهل المغرب والله عشنا اصعب خمس ايام ننتظر خروج ريان بفارق الصبر ولكن للاسف جاء خبر وفاته رحمه الله وجعله طير من طيور الجنه ريان وحد العالم واحنه اهل تعاطفنا معه كثيرا,0,1
502,صبرا جميل ام ريان فإنه طيرا من طيور الجنه عظم الله اجرك وأجر كل المغاربه,0,1
503,ان العين لتدمع وان القلب ليحزن وانا على فراقك ياريان لمحزونون تعازينا الخالصة لعاىلة ريان ولاخواننا المغاربة ولكل الامة العربية التي تابعت عملية الانقاذ بتفاصيلها انا لله وانا اليه راجعون,0,0
504,يا ربي ترحمو و يكون من طيور الجنة يا ربي ترزقنا الصبر راني صافي مبقيت قادر نتحرك و لا نفكر ضاقت بيا الدنيا ملي مشيتي علينا يا ولدي ريان,0,1
505,الله يرحمك يا ريان يا اغلى اسم عندي اسم ابني اللهم جعله طير من طيور الجنة و الله العظيم ما جفت دموعي من البكاء على الملاك الطاهر ريان,0,1
506,إن الله و إنا إليه راجعون الله يرحمو,0,1
507,اللهم ارحمه و اجعل قبره روضة من رياض الجنة وإنا لله وإنا إليه راجعون,0,1
508,الف الف رحمه ريان ملك وطير من الجنة الله يرحمو وصبر اهلو والله القلب الطيب شعب المغرب أخوك من سورية,0,1
509,أحر التعااااااازي من العراق الى عائلة الطفل رياااااان والى الشعب المغربي أجمع الله ايصبركم يااااااااااب بصبر زينب الحوراء,0,1
510,انا لله وانا اليه راجعون الله يرحمك الحبيب ريان راك عند الله الرحمان الرحيم الله يصبر ماماك وباباك وحبابك والله يصبر المغاربة والعالم كامل لكان يدعي معاك,0,1
511,الله يرحمه برحمته الواسعه ويسكنه فسيح جناته بحق محمد والي محمد,0,1
512,قلبي انفطر عليك من صبرك با بني فعوضك الله بجنة الخلد والنعيم وصبرا ايتها الام والاب هذا قضاء الله وقدره عظم الله أجركم,0,1
513,إنا لله وإنا إليه راجعون قدر الله وماشاء فعل,0,1
514,تعازي الحارة لأم ريان وللشعب المغربي وداعا صغيري ريان تركت لنا حرقة في قلوبنا,0,0
515,بالرغم من المأساة التي يعيشها هذا الأب و ظروف حياته الصعبة يتمشى ماسكا بزوجته أمام انظار الملايين تحية احترام و تقدير له و رحم الله الملاك الشهيد ريان و جزا الله إخواننا الجزائريين خيرا على مواساتنا,0,1
516,تعازينا الحارة من العراق النابعة من قلوبنا المحروقة والمجمرة الى عائلة ابننا الطفل ريان ونقول الصبر والسلوان والله اتوجعنا لما تلقينا الخبر المؤسف قلوبنا معكم,0,1
517,من العراق تعازينا لأنفسنا وللشعب المغربي لوفاة الطفل ريان انا لله وانا اليه راجعون,0,1
518,تعازينا الحارة لأم ووالد الطفل ريان صراحة عجز اللسان عن التعبير صراحة عشنا خمسة أيام على اعصابنا أملا في إنقاذ الطفل ريان لكن قدر الله ما شاء فعل إن لله وإن إليه راجعون,0,0
519,إنا لله وإنا إليه راجعون ربنا يرحمه ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان,0,1
520,ان لله وانا اليه راجعون تعازينا للمغرب الشقيق ونعزى انفسنا فى وفاة ريان,0,1
521,تعازينا لشعب المغربي تعازينالوالديه من اليمن الله يرحمه ويسكنه فسيح جناته وجعل الجنه مثواه ريان طيرمن طيور الجنه,0,1
522,تعازينا للشعب المغربى فى وفاة الطفل ريان رحمه الله رحمه واسعه ويسكنه فسيح جناته إنا لله و انا اليه راجعون,0,1
523,انا لله و ان اليه راجعون تعازينا الحارة الى والديه والمغرب عامه نعزي انفسنا ونعزيكم والله قطع قلوبنا يافرحه ماتمت يارب صبر ايوب لامه وابوه,0,0
524,وداعا اخي ريان الصغير سنلتقي فالجنة نحن وجميع المسلمون تحياتي وتعازيا لشعبي ولشعب المغرب ولكل الجزائري ان لله وان اليه راجعون,0,1
525,تعازينا لعائلة ريان اللهم اجعل مثواه الجنة و الله اثر فينا اخوكم من الجزائر اتمنى ان تعود المحبة بين الشعبين و كل الشعوب العربية,0,1
526,سبحان الله قصة حزينه هزت العالمم من كل مكان مااجملك يا ريان وكم انت محبوب عند الله ليعطيك كل هذه الضجة والحب كسرت قلوبنا الله يرحمك,0,1
527,تعازينا لأهل ريان ولكل الشعب المغرب ربي يرحمو ويجعل مثواه الجنه يارب طير من طيور الجنة,0,1
528,تعازينا للاهل ريان أنا الله وأنا اليه راجعون اختكم من الصومال,0,0
529,الله يرحمه ويغفر له ويسكنه فسيح جناته النعيم قلوبنا لن تنسا الحزن ولوجع ولن ننساك الدعاء,0,1
530,أقسم بالله راهي الرابعة صباحا ما قدرتش نحبس من البكاء لا اله إلا الله محمد رسول الله من الجزائر تعازينا للاخوة المغاربة,0,1
531,صبرا أم ريان فإن موعده الجنة تعازينا الخالصة لعائلة ريان وللشعب المغربي أجمعين,0,1
532,عظم الله اجركم يا اهلنا في المغرب انا لله وانا اليه راجعون رحمه الله وجعله من اهل الجنة والهم ذويه الصبر والسلوان,0,1
533,عظم الله أجركم وأحسن الله عزائكم وغفر لميتكم واسكنه فسيح جناته ويلهم أهله الصبر والسلوان وانا لله وانا اليه راجعون,0,1
534,حرقنا قلوبنا رياااان الله يصبر ميمتو وباباه,0,0
535,تعازينا لأبويه فاللهم أخلفهم في مصيبتهم و أجرهم خيرا منها وارحم الطفل ريان برحمتك يا أرحم الراحمين وصل وسلم على سيدنا محمد وإنا لله وإنا إليه راجعون أمين,0,1
536,إن العين لتدمع وإن القلب ليحزن وإنا على فراقك ياولدي ريان لمحزونون,0,0
537,عضم الله أجركم إنا الله وإنا إليه راجعون الله يرحمه برحمته الواسعة ويجعله من أه ل الجنة الفردوس آمين يارب,0,1
538,الله ياريان قطعتي قلوب الناس كاملة الله يرحمك ويجعلك طير من طيور الجنة,0,1
539,اااه يا ريان وحدت هالامه العربيه جمعا جعلتهم كلهم ع قلب واحد ورحلت تعازينا الحاره لاسرة ريان وللشعب المغربي الشقيق وللامه العربيه ربي يربط على قلوب والديه ويجمعهم به في جنات النعيم ويجعله شافعا لهم يوم الحساب يارب,0,1
540,والله ان الوجع تمكن منا نحن الشعب اليمني رحمك الله ياريان يا ايها الطفل الملاك,0,0
541,نعزي أنفسنا و نعزي إخواننا المغاربة إثر هذا المصاب الجلل,0,0
542,من الجزائر يبكي القلب قبل العين الله يرحمو ويصبر والديه ان لله وان اليه راجعون,0,0
543,عظم الله اجركم و اجرنا اخواننا المغاربة و احسن الله عزاءنا و عزائكم و رحم فقيدنا و حبيبنا ريان و تغمده برحمته الواسعة و رزق والديه الصبر والله بكينا دما و انتظرنا بفارغ الصبر عودته لكن قدر الله ما شاء فعل ان لله وانا اليه راجعون,0,1
544,باسمي و باسم كل جزائري اتقدم باحر التعازي لعائلة الفقيد ريان الله يرحمه و يجعل مثواه الجنة اعزي الشعب المغربي المغرب الشقيق الجار و الاخ لا و لن تفرقنا السياسة نحن شعب واحد صامدون رحمة الله عليك يا ريان قسمت قلبنا يا طير الجنة,0,1
545,إلى جنة الفردوس ياريان انا لله وانا اليه راجعون الله اصبر والديه ويصبرنا معهم,0,1
546,لن تنسى أيها البطل الصغير ريان عشنا معك ايام ودعونا بأن تخرج حيا ولكننك غادرت الدنيا إلى جنان الرحمان ارحم الراحمين ربي ورب العالمين يارب الهم والديه الصبر والسلوان تعازينا الخالصة لهما ولجميع أهل المغرب,0,1
547,قلبنا بكى قبل كاع مانعرف بلي مات الله يصبر والديه,0,0
548,احببناك ياريان وعشنا معك لحظات لا تنسى مدى الزمن وفارقتنا وماعلينا إلا قول قدر الله وماشاء فعل وانا لله وانا إليه راجعون وتعازينا الحارة الى اهلك وكل الشعب المغربي,0,1
549,مانمت من شدة الحزن على طفل ريان الله يصبر والديه إن لله وانا إلية راجعون,0,0
550,آآآآآه يا وليدي ريان حرقتلي قلبي مقدرتش نصبر عليك راني غير نبكي دموعي محبوش يحبسو ربي يصبر الوالدين و يصبرنا كامل دمت ذخيرة لوالديك يوم القيامة انا لله وانا اليه راجعون اختكم من الجزائر,0,0
551,إنا لله وإنا إليه راجعون اللهم صبرهم,0,1
552,5سنوات 5 ايام 5 فبراير لن ننساك يا ريان,0,1
553,عضم الله اجركم جميعا وغضم الله أهل المرحوم ريان صراحه كل العالم حزن والم,0,1
554,لااله الا الله ان العين لتدمع والقلب يحزن ولا نقول الا مايرضي الله انا لله وانا اليه راجعون,0,1
555,الله يرحمه ويجعل مثواه الجنه مع الشهداء والصالحين ويكون طير من طيور الجنة آمين الله يصبر اهلو على فراقو ويصبرنا جميعا انشالله انا لله وانا اليه راجعون,0,1
556,تعازينا الحارة لأسرة والشعب المغربي والعربي والأجنبي,0,1
557,allah yarahmou ou issabar waldih nos condoléances à sa famille et au peuple marocain,0,1
558,إن الله وإنا إليه راجعون ربي يرحمو ويوسع عليه ويصبر والديه ويجعل مثواه الجنة نشأله يارب العالمين,0,1
559,الله يرحمو و يرزق الصبر و السلوان لوالديه و تعازينا للشعب المغربي و المغاربي,0,1
560,الله يرحمه ويعظم اجر امه ويعصم قلبها,0,1
561,لا إله إلا الله محمد رسول الله أخوكم الجزائري أعزي الشعب المغربي في فقدان طائر الجنة ريان وندعوا له بالرحمة والله كأني فقدت واحدا من عائلتي لقد تأثرت معه كثيرا لا إله إلا الله إن لله وإن إليه راجعون,0,1
562,الله يرحمه ولاد ريان ويجعل من طيور الجنه يارب,0,1
563,تعازينا لاهل الطفل وللشعب المغربي كله من اليمن لله ما اعطى ولله نا اخذ وكل شي عنده بقدر انا لله وانا اليه لاراجعون,0,1
564,والله استراح من هم الدنيا وضيقها إلى جنة الخلود الله يرحمك ولدي ريان,0,1
565,الله يربط على قلب والديه وينزل عليهما السكينه ويكتب لهم اجر الصابرين ويجعله شفيعا لهما,0,1
566,أصعب لحظة على المغاربة والله لا أدري كيف أخرج هذا الملاك من عقلي وقلبي خلا جرح كبير في قلوبنا الله يصبرنا يارب ويصبر واليديه هاد الحزن اللي كنحس بيه غير طبيعي صبراا جميلا يالله,0,0
567,اسوأ لحظات عشناها عظم الله اجركم واجرنا خوتنا,0,0
568,تعازينا لاخواننا المغاربة ربي يرحمك اخي ريان,0,1
569,والله حتى صدمني هاذ الخبر ديال موت وليدنا ريان الله ايرحمو ويجعل قبرو روضة من رياض الجنة هو طير من طيور الجنة الله ايصبر والديه وانا لله وانا اليه راجعون,0,0
570,ان لله وانا اليه راجعون رحمك الله واسكنك فسيح جناته,0,1
571,لا حول ولا قوة الا بالله و ان لله وان اليه راجعون انفطر قلبنا بعد الصبر و الامل اليوم الجمعة ٥ فبراير ٢٠٢٢ تعازي الى والديه ربي يصبرهم و الى كل من حزن على ريان موعدنا معه يوم العرض العظيم,0,0
572,رحمك الله يا ولدي المرحوم ريان جاء ليوحد الأمة الإسلامية لن ننساك سوف تبقى دائما في قلوب المسلمين,0,1
573,انا لله وانا اليه راجعون الله يرحمه ويصبر والديه يارب,0,1
574,allah yarahmou mes sincères condoléances à sa famille,0,1
575,لاكرب عليك اليوم ياصغيري ريان لاوحشةو ضلام لاجوع ولا عطش لاصراخ بلا مرد ولا فؤاد حزين الحزن لنا نحن احق به مادمنا في دار الإبتلاء رحمك الله ياريان إنا لله و إنا إليه راجعون,0,0
576,إنا لله وإنا إليه راجعون اللهم صبر والديه,0,1
577,مات ريان و لكن أحيا فينا روح الأخوة و التضامن جعله الله سببا ليقضة الاسلام والمسلمين والله ريان كان درسا لنا جميعا تعازية الخالصة لكم من الجزاءر الى اخوتي المغاربة إن لله وان اليه راجعون والله قلبي ينفطر و كل الجزاءريين في يبكون دما,0,1
578,يارب العالم أحب ريان و عشقناه و تمنينا لحظة خروجه حيا ظننا أنه ما زال حيا موته كان فاجعة و تحول الفرح إلى حزن عم العالم بأسره إن لله و إن إليه راجعون شكرا للشعب الجزائري و التونسي و المغرب العربي و كل العرب و كل من ساندنا بالدعاء و الله المستعان و السلام عليكم و رحمة الله تعالى وبركاته,0,1
579,الكل التعازي لاسرتنا المغربية بفقدان ابن كل المغاربة ريان الذي احببناه واردنا ان يرجع إلينا ولكن أجله كان قريب ان لله وان اليه راجعون نحن نتألم كمغاربة والحمد لله لله ما أعطى ولله ما أخذ,0,0
580,تعازينا الحارة لعاءلة ريان والشعب المغربي الشقيق وكلنا رايان,0,1
581,رحم الله الصغير ريان فهو الان في احسن مكان انه بين يدي المولى عز وجل تعازينا الحارة لوالديه والحمد لله على كل حال,0,1
582,الله إرحمو ياربي قلبي تحرق الصدمة كانت قوية الفرحة ماكملاتش ولاكن ماشي خصارة فسيدي ربي الله إصبر واليديه عمرنا ننساوه,0,0
583,إنا لله وإنا إليه راجعون ولا حول ولا قوة الا بالله العلي العظيم قدر الله وما شاء فعل عظم الله اجركم في هذا المصاب الجلل يا أمة محمد,0,1
584,ربي يرحمو ويجعل ماواه الجنة ويلهم ذويه الصبر والسلوان وان لله وان اليه راجعون,0,1
585,إنا لله وإنا إليه راجعون,0,1
586,عن كميه الحزن اللي عشناها ومنظره وهو تحت منظر يقطع القلب وهو طفل لا حول له ولا قوه وكميه الوجع لما قالوا الطفل اتوفي ربنا يرحمه ويصبر أبوه وأمه ريان عصفور الجنه كم هو شعور مؤلم,0,0
587,تعازينا الحارة الى اسرة الصغير الملاك ريان الله يرحمو ويجعله من طيور الجنة الله يجعل قبره روضة من رياض الجنة ومزارا للملائكة عزائنا واحد,0,1
588,مع سلامة ابني ريان مع سلامة ربي يرحمو ويجعل مثواه الجنة ويصبر اهليه يارب من الجزائر,0,1
589,رحمه الله واسكنه فسيح جناته انا لله وانا اليه راجعون رحمك الله يا ريان,0,1
590,انا لله وانا اليه راجعون رحمك الله يا صغيري ريان ورزق والديك الصبر والسلوان وانا لله وانا اليه راجعون,0,1
591,شكرا اخواننا الجزائريين على التضامن مع اخوانكم المغاربة ستبقى خاوة الا ان يرث الله الارض ومن عليها,0,1
592,سبحان الذي أعزه وأعلى شأنه في مشارق الأرض ومغاربها وهو في غيابة الجب,0,1
593,تعزينا من اليمن الى اهل الطفل الشهيد ريان المغربي عظم الله اجركم واحسن عزاكم أنا لله وانا اليه راجعون البقاء لله وحده اللهم ارحمه برحمتك الواسعة واسكنه فسيح جناتك يارب,0,1
594,نعزيكم اخوتنا في المغرب و نعزي انفسنا في وفاة طفلنا ريان ذاك البطل الشهيد الذي جعل من الشعوب شعبا واحد والله يعجز اللسان عن التعبير رحمه الله و ألهم ذويه الصبر والسلوان,0,1
595,اللهم ارزق الصبر والسلوان لوالديه,0,1
596,كسرت ظهرنا يا ريان كنا فرحانين فاش وصلو لك لكن قدر الله وماشاء فعل طائر من طيور الجنه لن ننساك ياقطعه منا ولن ينساك العالم بأكمله الله يصبر ميمتك عليك,0,0
597,الله يرحمه ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان,0,1
598,اه يا ريان تمنينا لو خرجت حيا قلوبنا تقطعت عليك الحبيب يارب صبر ولديك عليك وتصبرنا عليك دموعنا مبغاتش تحبس لن ننساك يا ريان,0,1
599,تعازينا قلبنا تشوى قلبنا تقطع قلبنا ضرنا ياربي تصبرنا ياربي تألمنا تألمنا ياربي تصبر عائلتو ياربي ياربي,0,0
600,لا حول ولا قوة الا بالله انا لله وان اليه راجعون,0,0
601,الله يصبر امه وابوه وهو مأواه الجنة ان شاء الله,0,1
602,يوم لن ينسى في تاريخنا كمغاربة كانت ولازالت صدمة جد قوية والحمد لله على كل حال,0,1
603,ربي يرحمو,0,1
604,لا اله الا الله محمد رسول الله قدر الله ما شاء فعل ان لله وانا اليه راجعون توجعنا بزاااااف ان شاء الله طير من طيور الجنة الله ارحمو وارحم أبي وأمي ماتو في هذه السنة وارحم جميع المسلمين والمسلمات,0,1
605,الله يرحمك ولدي ويصبر ميمتك على فراقك,0,1
606,ياربي كون فعون الأم ديالو يارب,0,1
607,الله يرحمك يا ابني ريان و الله قلبي راهو يتقطع غاضني بزاف و الله كل الجزائريين راهم يبكو عليه ربي يرحمك يا بني,0,1
608,ربي يرحمو ويغفر له ويسكنه فسيح جناته عظم الله أجركم إنا لله وإنا إليه راجعون لله ماأعطى وأخذ قطعلي قلبي تقول بني سبحان الله بكيت عليه كل نفس ذائقة الموت ولا تدري نفس بأي أرض تموت اللهم نزل رحمتك ولطفك علي ام ريان وأبوه وجعل رحمتك تسع كل شيء ياأرحم الراحمين إنك على كل شيء قدير رحمت رحمت يارب تحيا لخوتنا المغربين وربي يصبركم من الجزائر,0,1
609,كل العالم العربي حزين ربي يتولاك ويرحمك ويصبر امك يا ريان,0,0
610,شكرا شوف تيفي انت افضل من 2m بزااف إنا لله وإنا اليه راجعون إن العين لتدمع وان القلب ليحزن وانا على فراقك يا ريان لمحزونون تعازينا الحارة لعائلته ولجميع الدول العربية التي تضامنت مع هذه القضية نشكركم جميعا,0,1
611,انا لله وانا اليه راجعون ربي يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان,0,1
612,حقيقة حدث مؤلم الله يصبر والديه و تعازي و دعاء بالصبر لكل أم و أب فقذا فلذة كبدهما الله المستعان,0,0
613,يارب صبرنا وصبر اهلوا,0,1
614,انا لله وانا اليه راجعون ربي يرحمك ريان كم تالمت قلوبنا لفراقك لكنك عند الله حي ترزق,0,1
615,إن العين لتدمع والقلب ليحزن وإنا على فراقك لمحزنون يا ريان وإنا لله وإنا إليه راجعون نم ياصغيري وارتح فقد تعبت وتحملت ما فيه الكفاية في جنات النعيم واللهم ألهم أبواك الصبر على فراقك,0,0
616,ان العين لتدمع والقلب ليحزن وانا على فراقك لمحزونون يا حبيبي يا ريان تعازينا الخالصة للعائلة ولكل المغاربة ونعزي أنفسنا ايضا فهو ابننا جميعا والله قلوبنا تقطعت عليك يا حبيبي يا ريان انك طير من طيور الجنة يا عمري راه قلوبنا تحرقت عليك استودعناك الله يا حبيبي انا لله وانا اليه راجعون,0,0
617,تعازينا لوالد ي ريان وعاءلته والى الشعب المغربي والى المسؤولين وللوقاية المدنية اللذين قاموا بمجهودات جبارة والى الدول العربية الشقيقة انا لله وانا اليه راجعون جعله الله طيرا من طيور الجنة اللهم ارحمه والهم والديه الصبر والسلوان,0,1
618,ربي يرحمو ويسكنو فسيحة جناته وانه لطير من طيور الجنة أن لله وان اليه راجعون والله قلبي تقيم وتحرقت عليه تقول ولدتو من بطني ربي يصبر والديه ويعوضهم خير انشاء الله,0,1
619,ربي يرحمو ويصبرميمتو وباباه,0,1
620,ان لله وان اليه راجعون الله يرحمك ويلهم اهله الصبر والسلوان قلوبنا تدمي شكرا على كل المجهود المبذول لانقاض الملاك,0,1
621,بالفعل فاجعة وسقطت على رؤوسنا اللهم لك الحمد حتى ترضى ولك الحمد اذا رضيت ولك الحمد بعد الرضى قلوبنا بكات دم لفراق طير من طيور الجنة شكرا حبيبي ريان لأنك تألمت وودعت الحياة لكنك جمعت شمل الأمة العربية كل الشكر والتقدير لمواساة اخواننا الجزائريين لنا,0,0
622,انا لله وانا إليه راجعون الله يغفر له ويرحمه ويصبر والديه بكت عيوني عليه لما سمعت خبر وفاته,0,0
623,إنا لله وإنا إليه راجعون لله ما أخذ ولله ما اعطى اللهم ارزق أهله الصبر والسلوان,0,1
624,قسما بالله اننا كنا ننتظره بأحر شوق لرأيته ولكن الله بغاه يكون طير من طيور الجنة ان لله وان اليه راجعون والحمد لله على كل أحوال,0,1
625,رحمك الله ريان وجعلك طيرا من طيور الجنة,0,1
626,يارب صبر والديه وجمعهم في الجنة إنشاء الله كم احببت ان ارى ريان وهو حي ربي يصبرنا حبيبي ريان,0,1
