tweets,type,class_name
الاحترام التفاهم تقدير الاخر و الثقة,2,0
اللهم آني أسألك أيام حلوة تورد الحياة بداخلنا ك دعاء يستجاب أو أمنية تتحقق,2,0
حرام عليك,0,0
مساء السعادة يا اخي غريب اعتدر كم اسوي رتويت ولا يصل حتى تغردت لك لل تصل اتمنى هده ان تصل نت ضعيف,2,0
لو تمنيت الأماني ماطلبت الا لقاك,2,0
الواحد يحصن راسو مزيان بالاذكار و الله يحفظ كل مسلم من كل مكروه,2,1
سيادة الوزير طلع ناطق رسمي و محامي ديال الشركات,1,1
ابتسم فأنت في دولة عربية,2,0
زيارة الأمير هاري إلى المغرب,1,0
الحمد لله على سلامتكم,2,0
احسنت افضل مشاركة,2,0
أحسن مدينة في نظري من حيث العقليات والتضحية مع الابناء خصوصا في الدراسة وكايتقاتلوا مع ولادهم دون انتظار مقابل هي فاس,2,1
عاتبوا بليد الشعور,0,0
ومن ينسى تلك البطولة,2,0
هاهي دعوة اخرى الله يهديك علينا من دوك التصاور,2,1
نكسة بعد نكسة ضاق بنا الحال,0,0
لم توضح اعتراضك على النقطة,1,0
اللهم امين يا رب العالمين,2,0
فعلا قطعة نقدية رائعة تستحق الجائزة,2,0
شكرا ليك بزاف الغالية والله,2,0
قصة و عبرة رجل كان ينوي ان يعتمر لهذا العام فسمع بأرملة و لها أيتام تعاني ويلات الفقر فتبرع بمبلغ العمرة لها و لأطفالها,2,0
الله يعطيك الصحة,2,0
بدأت أفقد الأمل في المنتخبات العربية,0,0
الله يا ربي الله البنت ضاعت منا,0,1
اللي وراء هاد المهزلة متمكنين في البلاد و اي خطوة راك عارفة المآل لكن اقول لازم من التضحية للوصول لاي نتيجة اما مسألة واش يتافقو ولا محايدين ضروري هناك ناس اللي غا تضحي با,0,1
أشهر الأفلام التي تسعى للتمرد على الواقع,1,0
لدينا هدايا مجانية رائعة من أجلك,2,0
سبحان مغير الاحوال,2,0
لعنة الله على وجهه الممسوخ,0,0
الاستسلام يطرق آخر مسمار في نعش داعش,1,0
هادي احسن,2,1
امين و حتى نتا,2,1
حسبنا الله و نعم الوكيل في اناس همهم تجويع الشعب,0,0
كلامك صحيح و اتفق معك حتى لو كانت موهبة هناك حدود لازم نقف عندها,2,0
شكرا لك سيدي أتشرف بمتابعتك لي,2,0
حزينة بزاف وصلت الحد الاقصى,0,1
حيا الله اصلك يا طيب,2,0
الله يهدي ماخلق صراحة شي حاجة كتحشم وحق الله,0,1
دابا هاد السيدة اش تتعمل,1,1
امين,1,0
في بلادي البقرة ترضع الغريب وتترك آبناءها بلا حليب,0,0
سالات المقاطعة ديال يوم وغتبدا المقاطعة ديال عام نافذة,1,1
غا قولي فين الخطا,1,1
السلطات المغربية المختصة تباشر في عملية ترحيل مغاربة من مناطق النزاع في,1,0
الله يسعدك يا غالي,2,0
تجاهل الاعلام الحقير لضحايا مراكش,0,0
امين يارب العالمين ربي يحفظك يا الغالي,2,0
خاطرة طيبة,2,0
اتشرف بمتابعتك لي وبالتاكيد احب ان اتابع حساب لشخص رائع وراقي مثلك,2,0
صحيح اخلاقنا ضاعت فضاعت الامة الله المستعان,0,0
مازال مادوزت عام ف الرباط حتى نص عام باقي ماكاملش,1,1
لاحول ولاقوة إلا بالله,1,0
هذا المشكل الاكبر يلزمون اولاد الشعب باش يمشو للجامعة و المدارس يدخلو لهم اولادهم,0,1
نهاية حزينة لعملية إنقاذ طفل سقط في بئر,0,0
تماما,2,0
تكلم كي أرى من أنت,1,0
مفتي جامعي لا يجوز الدعاء على الرئيس المذيع حتى لو كان الرئيس محمد مرسي المفتي الجامعي لأ محمد مرسي حاجة تانية,1,0
صلي بخشوع و تعطلي في السجود و قولي داكشي لي فخاطرك و غتبكي دغيا وغتخرج ديك الطاقة السلبية والخنقة لي حاسة بيها,2,1
الله يعطيك الصحة,2,0
حتى انا مخلوعة منها الله استر,0,1
قريت هاد الخير فانفجرت ضاحكا لا ما تشوفيش هاد الجانب نسايه شوفي الجانب المشرق و الاستقرار,2,1
ليت الليالي في غيابه ما تطول,1,0
أداء باهت للمنتخب الأرجنتيني,0,0
خاصك ديري شي صدقة عليه,1,1
انها الحضارة الزائفة,0,0
هاذي أنا صغيرة,1,1
للاسف الشديد,0,0
طبعا اخرجت عن اطارها السلمي بفعلة فاعل ولا شك في ذلك,1,0
اللحية د النبي هاهي و اخلاق النبي فيناهي,1,1
أيام الشباب,1,0
مادام دارو معاك هادشي إلا وحتى نتوما الله يعمرها دار,2,1
نابغة,2,0
و هل انعدمت فيك القوة حتى تطلب من انثى قتل ذبابة,0,0
الحكومة الكذابة ما أرفضه هو القمع والعقاب الجماعي كفاية كذب وخداع للنفس,0,0
شكرا شكرا,2,0
يا خسارة الدقيقة اللي ضيعتها من حياتي على هذا المقطع التافه,0,0
شكون هذا,1,1
كيف يمكن الحصول على البطاقة,1,0
ليتك تجيني كثر ما أنا اتمناك,2,1
الله يشافيك,2,1
استمتع بوقتك عيش حياتك كلشي فايت,2,1
من الافضل اللعب بثلاث مدافعين,2,0
صورة معبرة تحمل الكثير,2,0
الواحد هو لي يطلبها كبيرة,1,1
بعض الناس ما يحشمو الله يهديهم,0,0
ينعل بوها كرة فهاد البلاد,0,1
الله يستر هادي صدقت هي اللي قوامة على زوجها,0,1
سنك سنك و لله الحمد,2,1
مدينة هادئة,2,0
و الله ما شفتها في الاول و حتى تويتر ماتيعطيش فرصة لتصحيح الأخطاء الاملائية فرتوتي,1,1
وجهة نظر ممكنة جدا,2,0
منتزه الرميلات الجميل,2,0
التغافل لا يعني الغفلة و لكن نفوس كريمة تغض الطرف لتحفظ الود,2,0
اللهم آمين و جزاك,2,0
توصية بتعديل ظهير للحريات العامة,1,0
ضرباتلي كلشي فالزيرو,0,1
الحمد لله فيها خير,2,0
الله يحب احبك الله الذي احببتني فيه ياغاليتي,2,0
لا تستسلم مهما كانت الظروف,2,0
والله قلوبنا معكم,2,0
شالكه الألماني يستعد للتخلص من منديل وحارث,1,0
استغفر الله اختاه,2,0
أغلب الأسر تصر على أن يكون أبناؤها متميزين وعباقرة ومشكلة هذه الأسر لا تقبل ان صفة العناد,0,0
الحمد لله دارت معايا مزيان قالت ليا تقاد حتى تقاديت عاد صورات بنت الناس الله يعمرها دار,2,1
يا رب إذا كانت المغرب هي عذاب الدنيا فخفف عنا هذا العذااب وارحمنا فقد ضاق بنا الحال ويارب اذا كانت المغرب هي درجة صبرناا على المصائب فنحن لانملك صبر النبيين فخفف عنا نحن عبادك الضعفاء اذا كان سياسيين المغرب عبادك الطاغيين فزلزل الآرض من تحتهم وخدهم مآخذ فرعون وقوم لوط,0,0
اه هادي باينا و زوينة تصوير رائع,2,1
سنلتزم ان شاء الله,2,0
مقطع روعة تروع,2,0
صباح الخير يا فنان,2,0
يحكى أن منصة السويسي بالرباط فارغة تحية لشعب المداويخ,2,0
اخنوش اقسم انه لن يتزعزع وارى انه محمي من اعلى سلطة في البلاد و الا ما كان ليقسم لو لم يكن على ثقة من انه لن يمس,2,0
ان كان الخبر صحيحا فحسبنا الله ونعم الوكيل في كل لئيم تجرأ على اخوانه المسلمين,0,0
واضح أن اللجنه ظالمة,0,0
فين تتقترح عليا نمشي ناكل الحوت,1,1
الله يهديك اعصام الله يهديك,0,1
توحشتك انا,2,1
ولو أحب أثنين أحبك أنت و عيونك,2,0
خير الكلام ما قل و دل إلا كلامك,2,0
برنامج فاشل جدا,0,0
يالله أنا هنا أنتظر منك أن تحدث معجزة تغير بها كل شيء يحدث معى,2,0
فليكن قلبك طاهرا نقيا صافيا زكيا تنعم بحياتك كلها,2,0
كلامك غير صحيح لاني عندما أناقش الشخص اناقش افكاره ومعارفه وليس شكله واسمه ومن يكون,0,0
اقتلوا الخوف بداخلكم و لا تنتظروا أن يرضى عنكم الكل,1,0
الله يكمل عليها و عليك,2,1
لغة سيئة جدا,0,0
الله يكبر بيك,2,1
ربي يشفيها لكم ويلبسها ثوب الصحة والقوة ويذهب عنها الضر و الباس ولا يريكم فيها مكروها ان شاء الله,2,0
مبيعات رونو تتصدر سوق السيارات في المغرب,1,0
الصحراء في مغربها و المغرب في صحرائه انتهى الكلام يا بوزباليو مرتزقة,0,1
من لحاجات زوينة كوميم من لمدن لقلال فالعالم لي مزال محتفضين على هويتهم وارثهم التراثي وحتى تاريخي هادشي لي كيخلي مراكش مميزة عن اي بلاصة فالعالم,2,1
يابسمة الليل الحلو يا ضحكة الوقت الحزين,2,0
إن تألمت عش هذه اللحظة لأنك مدركا أنها ستمضي,1,0
عبقرية المدرب وروعة اللاعبين,2,0
سأعتبر المباركة تمت و ادعو الله لك السعادة,2,0
و يييه حتى حد ما بغا يضحي للاخر كلشي بغاها موجودة,1,1
هل يوجد تلوج بإفران حاليا,1,0
هادشي اللي عطى مولانا,1,1
حسبنا الله,1,0
للاسف كاين بعض الناس بغاو يديرو الشوهة للبلاد من داخل المغرب وخارجها وعندهم اطماع مشؤومة والبعض كيشدو الفضول باش يشوف الفيديو لي مافيه مايتشاف,0,1
ان شاء الله,2,0
ماذا تتوقعين من بلادنا,1,0
حسبنا الله و نعم الوكيل,0,0
متافق معاكم فهادا الشي كامل واكيد اي انسان في الدنيا غادي يسمح فكولشي ويتبع واليديه لكن كاينة حلول وسط باش الفرقة تحافظ على الاستقرار الفني ديالها السفري وجوده مهم في التواصل الفني مع اللعابة وتوضيح خطط المدرب الخوف الا ك,1,1
مخاطر القروض غير المستردة تهدد مستقبل توازن مصارف مغربية,0,0
هناك ورد وهناك من يستحقه,2,0
مساء الانوار بروح رياضية,2,0
ليس بشيء لكن هناك أشياء لا تقال,1,0
انا مواطن صالح,2,0
تعرف على هوية المغربيين ضحيتي تحطم طائرة,1,0
أتركها تأتي كما كتبها الله لك لعلها تأتي كما تمناها قلبك,2,0
لا اثار و لا بصمات الا بصمتي فانا متاكدة اني غرست في قلبه ذكرى لن ينساها,2,0
الحب كل شيء فكما أنه يعطي كل شيء يمكنه أن يأخذ كل شيء,1,0
لا اعتقد,1,0
اتفق بشدة,2,0
الله يتقبل اجرك في امان الله,2,1
الكل يرغب و يدعوا للاصلاح لكن لا أحد قام بالخطوة,0,0
الله يبارك فيك و لك كذلك,2,0
لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه,0,0
غضب اعلام العار ممن سخروا من تقديمه,0,0
الله يصلح الحال هذا اللي كان وراء هاد التغييرات الله يهديه و صافي,2,1
صباح مشرق بنور الله,2,0
اااه هادشي فاش يعجبوك يراعون مصالحهم فقط,0,1
انا موجود,1,0
الله يقدرك على فعل الخير ختي فاطمة,2,1
الله يرحمه و يغفر له,2,0
يعزك و ينورك و ينصرك غاليتي,2,0
الأم هي الوحيده التي ستبقى تحبك مهما أخطأت,2,0
لا لا باينا الذكاء عمل جيد واصلي,2,1
رسميا أسعار تذاكر مباراة المغرب والأرجنتين,1,0
جفنك ينام و جفن عيني ما غفى,0,0
سول فيك الخير,2,1
وجدت الآرض تتركني وترتفع عاليا تتعدى قمة رآسي وتبتعد كثيرا تكاد آن تلامس الغيم رآيتها ترمي لي بحبال واهية وتقول لي اصعد إلى حيث أنا لم آعش الحب حتى النهاية ولا آعرف كيف تكون نهاية الحب لآن جميع الذين آحببتهم ماتوا,0,0
وايلي عيد ميلاد سعيد ا سيدي العقبة تولي مئوي,2,1
الحمد لله كانعديو سول فيك الخير,2,1
اللهم امين وانت داعى ولك بالمثل واكثر يارب,2,0
توقعات الأرصاد الجوية لطقس اليوم الأربعاء,1,0
ما أحقر الانسان عندما يعتقد أن هذا الكوكب خلق له وحده فقط وهو الآمر الناهي فيه الله عز وجل ميزنا عن سائر المخلوقات بالعقل لنتفكر لا لنتجبر زرع فينا القلب لنرحم ولا لنعذب او نقتل بهذه الهمجية والقسوة حسبي الله ونعم الوكيل,0,0
اللهم امين يا رب العالمين,1,0
روعة اللهم صل وسلم وبارك على الحبيب,2,0
ممكن اذا كان كذلك رب يشافيها,2,0
لا تؤذي قلبا لم ترى منه الا الجميل,2,0
ترتيب الوداد بعد الفوز على الفتح الرباطي ب,1,0
الله يحفظك,2,0
فأردنا أن يبدلهما ربهما خيرا منه زكاة وأقرب رحمة ليس كل ما نفقده خسارة قد يريد الله تبديل النعمة بخير منها,2,0
شكرا شكرا ليك رااه غنصايبها احسن منك دابا تشوفي,2,1
علاش بالعكس كانت تهبل رأيك ونحترموه على كل حال انشاء الله تقنعك في الحلقات القادمة,2,1
إبداع,2,0
كلما كانت الفتاة عظيمة تأكد أن وراءها أب أعظم,2,0
السلام وعليكم أمين رغيب بغيت نشكرك بزاف على الفيديوهات لي كاتلوح ديما وتوحشناك تلوح شي حاجة خرى,2,1
آمين يارب العالمين اللهم اشملنا برحمتك ومغفرتك وعتق من النار برحمتك يارب العالمين,2,0
الله يحفظك,2,1
لا تترك المواظبة على قراءة سورة الإخلاص والمعوذتين,2,0
ربي يخليك,2,1
الحمد لله الأب ديالي بخير كنشكر أي واحد صيفط ليا,2,1
أنت وصلك روح وغيابك ممات,2,0
اختصره الزين باسمه و انفرد كل وصف فيه عن غيره سمى,2,0
من يصنع السعادة بداخلك هو من يستحقك,2,0
عليك أن تعطي مشاعرك اللحظية حقها من الوقت,2,0
اللهم امين,2,0
تصبحين علي خير يا غاليتي ليلة سعيدة واحلام جميلة الله يسعدك في دارين,2,0
اهله الله علينا و عليكم بالامن و الامان و اليمن و البركات,2,0
عيدكم مبارك سعيد و كل عام وانتم بألف,2,0
آمين يارب العالمين اللهم إنا نسألك الهدى والتقى والعفاف والغنى اللهم إنك عفو كريم تحب العفو فاعف عنا برحمتك يا ارحم الراحمين,2,0
الله يشافيك,2,0
فهو يعيش قهرا في ظروف سيئة جدا تحت الخيام البالية,0,0
كوريا الشمالية تدرس إنهاء الحوار مع أمريكا,1,0
و أحسن منك لم تر قط عيني و أجمل منك لم تلد النساء,2,0
قضية الأسطورة مايكل جاكسون هل يمكن فصل الفن عن الفنان,1,0
أسوأ من المنافق ناكر المعروف,0,0
اللهم امين,2,0
صباحكم مبروك,2,0
جمعة مباركة على الجميع,2,0
شاركوني بأبيات شعر على ذوقكم والرتويت للجميع,1,0
الله يرحمها ويوسع عليها والله يسسر ليك,2,1
النجاح يليق بك,2,0
البعد في بعض الاحيان راحة,2,0
صباحك بهجة و فرح غاليتي,2,0
نفس المنطق,1,0
فعلا الصداقة الحقيقة هي سعادة في دارين يا قلبي انت اجمل في كل شيء,2,0
متشرفين أخي,2,0
فطور شهي وصيام مقبول,2,0
الله يوفقها و يخليها ليكم و يخليكم ليها,2,1
ما يجري فى سيناء إرهاب,0,0
لا ماعنديش معها و هذا للي عطا الله,0,1
الله يعطيك الصحة و الخير,2,1
شحال زوين يكون عندك عمك كيفهمك,2,1
قلبي مبخرة حنين كلما استعرت الذكرى تصاعد دخانها,2,0
بكل فرح اسيدي إنشاء الله,2,0
أغرقتم الدول العربية بالديون,0,0
صباح الورد واليسمي صديقتي المحتريمة انا من الصحراء التي كانت مستعمر من طرف الاستمار الاسباني وانتي من اي بلد,2,0
البطارية لازم تتبدل,1,0
امين يا رب,2,0
الله يحفظك و يحفظ بلادك,2,0
الهي يحفظك,2,0
ينور دربك,2,0
الله يحفظاك,2,1
ويسعدك يا أحلى عمو في الدنيا,2,0
يا جار محبوبي بادلني الدار أجاور نور عيني بداره,2,0
القبيسي الإمارات تؤكد مغربية الصحراء المالكي العلاقات متينة,1,0
شكرا على المعلومة,2,0
نتمنى ليك سنة سعيدة عامرة بالنجاح و الانجازات باذن الله ويكون مستقبلك مشرق,2,1
إن الله بك و بقلبك عليم رحيم فأطمئن,2,0
عدو من اعداء المغرب و تبا له و لهم جميعا,0,0
بكل تأكيد,2,0
القصة الكاملة لوفاة عامل نظافة,1,0
الله يسخر,2,1
الله يحفظك,2,1
الصلاة على رسولنا عليه ازكى الصلاة و السلام ان الله و ملائكته يصلون على النبي ياأيها الذين آمنو صلو عليه و سلمو تسليما,1,0
على سلامتكم,2,0
سبحان الله وبحمده سبحان الله العظيم,2,0
ليتك سماء وأطالعك كل ما أشتقت,2,0
الجهل و التخلف,0,0
في الخلافات بعض الأشخاص يقومون بالإعتذار حتى وإن لم يكونو على خطأ رغبة منهم بإستمرار العلاقة مع من يحبون,2,0
اللهم امين يا رب العالمين,2,0
جميل,2,0
مزيان حتى هادي فكرة,2,1
اللهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب,0,0
اغلاق كل الساحات والميادين الكبرى لمنع صلاة العيد وصمة عار على الانقلاب وحسابهم فى الاخرة عسير,0,0
العفو وشكرا لردودك الرائعة,2,0
من لا يقدر وجودك لا تعظم غيابه,1,0
هادشي اللي سمعت,1,1
ينصر دينك,2,0
الله يعفو على الجميع,2,1
سلام على كل من يفيضون حبا و خيرا و عطاءا على من حولهم,2,0
صباح اشراق نور جمال قلبك على قلبي يا اغلى من نفسي,2,0
لم تعجبني طريقة تمثيله أجده ممل للغاية,0,0
تصبحون على غد أفضل اعتنوا بأنفسكم وبأوطانكم فليس في الحياة شيء أهم من الأمن والأمان والصحة والعافية,2,0
اوا هكاك غ نمشي مرفوع الرأس و اراك للفراجة,2,1
رائعة دائما,2,0
حب الذات الوالدين نعمة الاسلام,2,0
الانظار تتجه الى اول قرار يتخذه اردوغان في ظل النظام الرئاسي الجديد,1,0
وحدة صناعية جديدة بالمدينة,1,0
لا شكر على واجب,2,0
منطقي داكشي,2,1
عين العقل والصواب,2,0
ياجماعة استهدوا بالله واخزوا الشيطان,2,0
الحقيقة مع الاسف,0,0
مباراة جماهيرية بامتياز روعة روعة,2,0
يكمن ليك تعمتد على نفسك في البحث,1,1
هذه ليلة من تلك الليالي التي لم انم فيها من فرط التفكير,1,0
لأن المستقبل عظيم لأن الانجازات فرحة ولأن الحلم شغف ولأن العلم رفعة اتعب من اجل ذاتك,2,0
قراءة الكتب الجيدة مثل محاورة افضل العقول في القرون السابقة,1,0
للاسف عندي غ مع احمد مطر نشرت ليه واحد المرة و شبعت سبان و انا نعتزل,0,1
و نعم بالله العي القدير,2,0
من لا يقبل النقد و ان كان لا منتمي مناقشته لن تطول,1,0
لنحاول المساعدة على تدفئة أطفال صغار يواجهون قساوة الطقس والمناخ باجسادهم الضعيفة,2,0
اللهم بك أمسينا وبك أصبحنا وبك نحيا وبك نموت وإليك المصير رواه الترمذي,2,0
ويأتيالصباحفيكلمرهليخبرناأنفيالعمرمتسعللحياةللأملللعفوللتسامحوللسعادهولأشياءاخرى,2,0
دارو لينا ا الارهاب ا خاي,0,1
الرجاء مشات فيها يا خويا,0,1
لا اعتقد,1,0
قانون الغاب الغلبة للأقوى,0,0
تماما و نعم بالله,2,0
لا متخافش,1,1
لا إله إلا الله فما طابت الدنيا الا بذكره ولن تطيب الأخره إلا بعفوه,2,0
الارزاق المهم راك عارفة مكامن الخلل و خاصك تحطي الدواء على الجرح الله المعين,1,1
أثناء مشاركتنا في عمل جمعوي في الحي المحمدي بالدار البيضاء الحي المحمدي,1,1
الله يعطيك الصحة,2,0
كل عام وانتي بخير يارب,2,0
عجباتني هاد اللعيبة جاوبوني بالصراحة,2,1
وجهك شرح صدري,2,0
و انت من اهل الجزاء بعض مما عندكم,2,0
بعض الأشكال الوسخة,0,0
إخلوني زعما نمشي نخدم بلاص جدي,1,1
يارب اكون بحلم ماشفت بعيني,2,1
هل من لقاء مرتقب بمدينة اكادير ضمن برمجتكم وشكرا,2,0
ما من رجل عظيم يصادفني في الحياة إلا وأجزم في الحال أن والدته أكثر عظمة منه,2,0
حياكي الله واسعد حياتكي وادام لي وجودكي الطيب الجميل,2,1
أمسينا وأمسا الملك لله والحمد لله لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير,2,0
اللهم آمين يارب العالمين,1,0
رزق الله و يعطيه من يشاء,1,0
اللهم امين,2,0
صباح الخير الإخوة و الأخوات عواشر مبروكة مولد خير البرية و أشرف خلق الله,2,0
هادوك الناس دارو العدل هو الدستور ديالهم و الله ينصر الدولة العادلة و لو كانت كافرة كما قيل,2,1
شكون للي وقعات ليه,1,1
أجمل إحساس,2,0
ربي يحفظها,2,0
بصفتي مغربي اعلن تضامني المطلق و الصريح مع ابناء الشعب و اعلن مقاطعتي لمهرجان الذل و الفساد موازين تحياتي,2,0
احسن حاجة حق ربي,2,1
الأم مختصر كل النعيم,2,0
إن هذه الأيام تتطلب الكثير من الصبر والصمت والتجاهل,1,0
هذا البرنامج يستطيع ان يغير الحياة,1,0
ماهي التفاصيل استاذي الكريم,1,0
ما لك مسمى غير أنك أجمل شعور,2,0
مانواعدك بوالو ولكن يكون خير حنونة,2,1
الي الله المشتكى,0,0
فاشلين الى ما لا نهاية,0,0
الحب هاداك,2,1
أجمل هدية تقدمها لمن تحب هي أن تخاف عليه وتخاف الله فيه,2,0
شكل ترتيبهم مختلف,1,0
افضل منبه في الكون هو الام اذا طلبت منها ان توقظك في السابعة صباحأ سوف توقظك في السادسة و تخبرك انها الثامنة و بالتجربة هل مازالت أمك توقظك,2,0
بنكيران كان من دعاة الملكية البرلمانية بعد ان منحه الملك تقاعدا استثنائيا أصبح من دعاة الملكية التنفيذية,1,0
عيد مبارك أخوي محمد تقبل الله منا ومنك,2,0
وماتنساوش تشكرو هاد ناس لديما عاتقين الموقف باش مانتحرموش من الفراجة شكرا,2,1
وبصحتك الحناء,2,0
صباح لخير البنات من مدينة الناظور,2,1
تسلملي روحك الجميلة غاليتي,2,0
لا تحزن على شيء مضى فلو كان خيرا لبقى,2,0
بالفعل الحزن درجات ارى ان اصعبهاهي الصدمة التي تسبب الجمود,0,0
جميلة جدا جدا,2,0
اسعد الله أوقاتك بكل خير,2,0
برأيي حتى مثل هكذا تغريدات يثير فضول البعض ليعرف الموضوع فيصبح في مهب أفواه أعداء الوطن اطمسو الامر و تركوه بيد اصحاب الاختصاص,0,0
شهادة اعتز بها من غالية و عزيزة و كلامك وسام على صدري يا حفيدة الخطابي و فخامة الاسم تكفي,2,0
تعجبني,2,0
داكشي لي كاين الله يكمل بيخير,2,1
الناس مقهورة و تقلب فين تفرغ هاد القهر و الشحنة السالبة و كما قلت الكورة ماشي الحل,0,1
يا مثبت القلوب ثبت قلوبنا على دينك,2,0
محبة,2,0
ماهي آرائكم متتبعي الكرام,1,0
اوك جواد شكرا,2,1
مابعد حسنك كلام وماقبل وجهك غزل,2,0
أعظم الأعمال تلك التي تكون نتاج ترو بلا صخب و لا عجلة,2,0
كنقرا جاب ليا الله بحال لي كنقرا لشي كاتب و لا روائي تبارك الله عليك,2,1
اللهم امين وياك يارب,2,0
إنهم خشب مسندة قبح الله وجوم وقبح الله حامليها,0,0
لالا عفاك ماتبكيش دموعك غاليين غير ضاحكين,2,1
الله يبار ليا في عمرك يا غالية,2,1
أصبحنا وأصبح الملك لله,2,0
نعم فيلم رائع عميق,2,0
قالو انها قديمة,1,1
الفعل يغنيك عن كثر الحديث,2,0
يومك اسعد خويا,2,1
تسلم اخي,2,0
لا تتحدى إنسانا ليس لديه ما يخسره,1,0
اليماني يجيب الداودي تشغيل سامير يسد حاجيات البلاد أشهر,1,0
تنبثق من أعماق اللغة الفصحى و سهلة لمن يريد تعلمها,1,0
دولة التناقضات,0,0
شكرا لالتفاتتك الطيبة هذا من لطفك و نبلك وأختها الجليلة تستحق كل التقدير مشكورة على مجهوداتها الكريمة,2,0
تعطي احداث فوق ما تستحق ولا تبحث عن قيمتك في أعين الناس إبحث عنها في ضميرك فإذا ارتاح الضمير ارتفع المقام,2,0
قبل عقد قراني بيوم,1,0
صباحكم تفاؤل,2,0
لعلك لا تدري تلك الصدفة التي تأتيك بشخص بشخص واحد فيه كل ما أردت من شغف الأمنيات,2,0
و هو كذلك,2,0
مسا النور والرفعة,2,0
الساكت عن الحق جبان,0,0
لا عليك المرة الجاية إن شاء الله,2,0
امحي أحدهم من ذاكرتي,0,0
عين المتحدث أصدق من لسانه,1,0
ربي يبارك فيك اول رد ايجابي محفز,2,0
الظلم القسوة,0,0
لم يرتكبها احد يا للنفاق الرخيص,0,0
يد مدت إلى الله لن ترجع خائبة فلا تبخلو على انفسكم بالدعاءو اليقين بالاجابة رب اغفر لي و لوالدي و لأحبتي و لجميع المسلمين و المسلمات و المؤمنين و المؤمنات الأحياء منهم و الأموات,2,0
بالصحة,2,0
البطولة الوطنية مسواها ضعيف و ممل للغاية,0,1
انا مسامح ليها,2,1
الواحد هو لي يطلبها كبيرة,1,1
من أراد البقاء فأبسط له قلبك,2,0
بعض المرات عندما ارى لوحة لرسام اطيل النظر اليها حتى ان لم استوعب شيئا اقول انه يخربق لا اقل و لا اكثر مجرد دمج للالوان اي احد يستطيع فعلها,0,1
المهم انك بخير و على خير الحمد لله,2,0
كيف الحال و الأحوال,1,0
هو و أبوه جعل السعودية أضحوكة للعالم,0,0
ارا برع فيناهو اتاي,2,1
صباح الخير ياعقيد كيف الحال والأحوال,2,0
شكرا ختي وردة ربي يبارك فيك ويحفظك,2,1
بلد زرته أكثر من مرة,1,0
ما اسخفك,0,0
أحسن فعلا,2,0
هذا الوفاء و لا بلاش,2,1
نهاركم مبروك واش عندكم شي شتا,2,1
يبارك لي في قلبك يا غالية العقبة ليك ان شاء الله,2,1
تعادل,1,0
ظلمت نفسي كثيرآ من أجل إسعادهم ويآليتني نلت شيئا غير الوجع,0,0
لايمكن ان تمر هذه المناسبة من غير احتفال وانا مع الاحتفال,2,0
شكون للي وقعات ليه,1,1
خفف حمولة قلبك بالتخلي ليست كل الأشياء تستحق الإهتمام,2,0
الله يشفيه ويقومه بالسلامه,2,0
تستاهل اضعافها و تستاهل كل الخير,2,0
اللهم اغفر له و ارحمه و تجاوز عنه,2,0
عاجل من خنيفرة انباء عن تعرض إحدى حافلات الكرامة للسرقة من طرف جمهور النادي القنيطري,0,0
لا تقنطو من رحمة الله الله غيجمع لك كلشي لواحد نهار و قول ديك لهبيلة قالتها ليا,2,1
و لي كايهرب جبان,0,1
تحريك عجلة الاقتصاد هذا ان كانت لاقتصادنا عجلة,1,0
الله يجيب الشفا,2,1
اللهم اني اعوذ بك من سوء الخاتمة,2,0
ا رواية لهفة والحنين حكاية وجع لايمكن تلخيصها في كلمات,1,0
نعيش فوضى لا أخلاقية و انحطاط في المبادئ و القيم,0,0
خبر ليس بجديد,0,0
ماقلتش حاجة,1,1
كل وجه غير وجهك ماله بعيني قبول,2,0
سنرى وحوشا لم نراها من قبل للأسف,0,0
الله سترنا اختي,2,1
الله ينصر سيدنا على ظلام الأمة,2,0
الله يبلغها كل متمنياتها و يحقق احلامها يا رب,2,1
الشيطان عصى وآدم عصى الأول عصى حسدا واستكبارا والثاني عصى غفلة ونسيانا فكان الأول من الكافرين وكان الثاني من التائبين فكن كأبيك ومن يشابه أباه فما ظلم وعصى آدم ربه فغوى ثم إجتباه ربه فتاب عليه وهدى,1,0
يا وجهك المملوح فيك النظر نعمه,2,0
الله يعطيك العافية,2,0
الحمد لله على كل شيئ من الصحة حتى الاسلام,2,0
اللهم اشفيه شفاءا لايغادر سقما,2,0
على سلامتك عزيزتي إنشاء الله اكونوا أمورك بخير وعلى خير,2,1
تقبل الله منا ومنكم,2,0
الحمد لله سول فيك الخير,2,1
يمكن القزابري و الله اعلم هو اللي صلى بالملك ف مسجد حسان قبيلة قلت انا و الله اعلم,1,1
اعلام العار يبدأ حملته قبل أن يظهر أو يعتمد أو يعرفه أحد,0,0
ناوي تزوج زعما,1,1
صحيح شكرا بزاف على تفاعلكم,2,1
الحمد لله و نتي,2,1
واش متأكدة محاولة سرقة ولا فقط وسوسة,1,1
صبر جميل,2,0
اللهم آشرح لي صدري و يسر لي أمري و أبعد عني كل ضيق,2,0
صباح الخير و الربح,2,0
فعلا صدقت كلام من ذهب,2,0
مجالس الأكاديميات تصادق على تعديلات التعاقد,1,0
