tweets,type
لا حول ولاقوه الاباله العلي العظيم استغفر اله العظيم واتوب اليه ماتبكيش عليه نتي صغيره وشابةوتدي سيده وماماك سمحيلي ماعندهاش قلب,0
شفت فيديو الام سبحان اله الام باينه فيها التمثيل وما كتحسش بالصدق ف كلامها ابدا عكس البنت سبحان اله وفوق من هادشي واش يعقل ان ام يمكن تصرف هكذا مع من مع الكبده ديالها باز,0
اصعب ما في الامر هو ملي كاتجي من اعز الناس اما الباقي لي باعك ومايستاهلش نسايه لكن المصيبه هي الضربه من اقرب الناس,0
ان اله يمهل و لا يهمل ختي اله راه كاين او كبير,0
لاحول ولاقوه الاباله العلي العظيم حسبي اله ونعم الوكيل,0
صبري اختي ربي ابتلاك بام مريضه نفسيا دابه يطلقها حضني علي خوتك وجميعهم وربي غادي يوقف معاه بقيتي فيا بزاف,0
اله يدير لك اختي مسلك الخير ويعوضك يارب,0
ربي معاك بنتي,0
اله يعوضك حبيبه,0
لقد ظلمت وكسرت يا ربي انصرها حسبي اله ونعم الوكيل,0
اله يشفيها او يشفي الجميع,0
تزوجه بنسيبها اله يستر تفو عليها متحشمش حسبنا اله ونعمه الوكيل ورجالها كون جا راجل يدير هكا باينه منهار الاول كفاش راها الحاله,0
حسبي اله ونعم الوكيل ولاحول ولاقوه الا باله العلي العظيم,0
اله ايشوف من حالك اختي ويحن عليك,0
صلو واستغفرو وانسو هموم الدنيا كلها وتقو باله سبحانه وتعالي,0
لاحول ولا قوه الا باله بقات فيا مسكينه عفاكم ساعدوها,0
طريقه تعامل الصحفي المستجوب في هذا الفيديو احترافيه,0
سلام بنتي رجعي الي اله قومي اليل الدعاء ثم الدعاء وما تفرطي في صلاتك وقراي القران اله يفتح عليك ابواب الخيروالتيسير,0
كنتمني شي محامي يوقف معها باش تخد حقها من الام ديالها,0
اله اشافيها ويخليها ليك يا ربي امين,0
مسكينه حالتها النفسيه متدهوره جدا ش طبيب نفسي يوقف معاها اله يحزيه بخير,0
ان له وان اليه راجعون مصيبه هده و الحمداله مادشي شي رباح وتسناي نهايتها كيفاش غتكون وانت اله يفرجها عليك احبيبه اله كريم,0
الام مريضه نفسيا لعقده ديال تخلي عنها وهي صغيره جعلتها تنتاقم بهاد شي فولادها بغات تخلي ودمرهم لي عاشتو باغا تعيشو ليهم,0
الام هي لي كتحطي عليها الراس ملي كضيق بك الرجاء في اله,0
اله ياخد فيها حق,0
متبكيش تقواي متستهلش ربي معاك,0
اله اديرتاويل ديال الخير لهاد البنت وعفكم الخوت دعيو معايا راني مريضه ومهلوكه بالسحر والمس وحياتي غاديا في الدمار والعكس حياتي دعيو معايا انا مزاوكه فيكم اله ايسر ليكم الامور,0
ياربي اش هاذ الشيطان لي دخل بين الام وبنتها لا اله الا اله لاحول ولاقوه الا باله حسبنا اله ونعم الوكيل علامات الساعه هاذي ياربي لطفك بينا,0
alah yester ya rabi soutra 39 inquiète pas ele va payé un jour tu vera alah ye3teha moseba inchahalah kheneza mdaouda 39 est pas pleuré ni pour ele ni pour lui courage mais toi debout,0
ياربي عاونها راه امها تقءر تقتلها هي هداك المجرم عونها نتمني تشوف و تعليقي وتعتقوها عتقوها العين بصيره واليد قصيره يابي اسالك الطف,0
اله يحميك ابنتي امتخلايش علي خوتك,0
اله اخليك يا ابنتي اشدي في نفسك راه الامرتي بشي مرض راه متلقاش لي ليعونك اله كبير ابنتي ديري محامي ارد ليكم ارزقكوم ابنتي ماتستسلميش الاكاين شي احد في العاءله يقوف معاك اشوفي الجمعيات انت هي الام باخواتك واله يابنتي الاقطعتي لي قلبي اخي لايخلك الامتقفو معاهاد البنت مسكين الايخد فيها الحق داك الرجل غير صالح وميمكنش لاخواتك اعيش مها هاد الرجل المنحرف,0
حسبي اله ونعم الوكيل فيهم حرام عليهم,0
هديك كتبقي الام ديالك خليها وسيري قلبي علي خدمه وبداي حياه بعيده عليهم بقي صغيره ومكن تخدمي وتحسني الوضع ديالك اله يصوب ويهدي مخلق,0
ربي ادير ليك لي فيها الخير اختي,0
مسكينه اله يدير ليك لي فيها لخير,0
اله يوقك معاك اختي وياخدلك حقك هاديك حاشه باش تكون ام بزاف عليها,0
اله اشافيها انشاء اله,0
انتي زوينه مزال ربي عوضك هما لخاسرين واخا هاد الشي صعيب ولاكن متخليش هاد المشكيل ياثر علي حياتك امك غادي تندم,0
الام مجرمه لانها فرطت في اليتامي واله لن يتركها دون عقاب لانها اكلت السحت,0
لا حول ولا قوه الا باله الام هي لي تجمع ولادها ماشي تخرجهم الشارع,0
انا بانت لي البنت صادقه علي الام ديالها خصوصا زوج مابغاش ابين وجهو مع الام ديالها باش مايعرفو حتي حد نصاب دابا يضحك علي امها ويستغلها وياخد دار ولفلوس,0
حقك يرجعو لي كان خطيبك ماتخافيش يخرجو منها طول وعرض راهي مادومش خلاص,0
البنت دموعها نابعه من الظلم,0
لاحول ولاقوه الا باله العلي العظيم اخر الزمان الام تحول الي عدوه لابنتها هاذ الشي مخيف اله يدير ليك شي تاويل الخير ابنتي مديري فراسك والو هو مكيستاهلش وهي ماشي ام في المستوي اله يستر العاقبه,0
اله ياخد الحق فيهوم ختي,0
حسبنا اله ونعم الوكيل,0
لا الام ولا زوج ابنتها وقعوا في خطء فادح اما البنت فستعيش بقيه عمرها عقده نفسيه صعبه جدا لن تستطيع التخلص منها ابدا نعود باله من شر خلقه,0
اله يفرجها عليك واله يكون معاك,0
اله يفرجها عليهم,0
عندنا قضاء في المغرب اقوي من هذيك الظابطه صحبتها نتمني من العداله المغربيه تحرك و يرجعو ليها اوراقها اله ينصفك اختي تحيه من مهاجره في الغربه و هذاك ما عندك ما ديري به فك اله منو نتي باقا صغيره فكري في دراستك و خدمي و الزواج ماشي هو كلشي الحياه قدامك,0
لاحول ولا قوه الا باله العلي العظيم واله يستر واله يعفو واله اعلم اشنو كاين,0
حسبنا اله ونعم الوكيل,0
حسبنا اله ونعم الوكيل,0
لا حول ولا قوه الا باله العلي العظيم,0
حسبي اله ونعم الوكيل اله ياخذ الحق في الظالم,0
حسبنا اله و نعم الوكيل,0
ماشاءاله زوينه الزواج اقدار و امك يا خساره,0
لاحول ولاقوه الا باله العلي ياولي علي مصيبه الا مبقات تيقه في الام هادي علامه من علامه اساعه,0
نعلي الشيطان ابنتي وحاولي تصالحي مع ماك كما كانت راها ماماك هي ما كانش عليها تزوج بخطيبك ولكن قدر اله ماشاء فعل حاولي تصلحي الامور بناتكم,0
ام مريضه لاحول ولا قوه الا باله,0
الام مدرسه ان اعدتها اعدت شعبا طيب الاعراق ولكن هذه الام قلبت الموازين اله يعطيها تشتيته هي وهو في القريب العاجل,0
الي كايجي يخطب بلا والديه عرفي بلي كاين شي حاجه,0
اله يكون فعوانك اختي,0
دعيو معايا نتزوج انا والحبيب ديالي دعوه 40واحد مستجابه اله افرحكم,0
اله كيدير غير لي فيها الخير انساي و حمدي اله وشكريه بلا ما تدعيها خرجي خدمي وبدلي لمدينه,0
حسبي اله ونعمه الوكيل,0
ناري مسكينه دابا هادي كي غادي دير تنسا هاد شمته و تخرج من هاد صدمه,0
دار ديال باك هي لخسها تخرج هاد الام خسها الاعدام,0
لا وحول ولا قوه الي باله العلي العظيم,0
حسبنا اله ونعم الوكيل ولاحول ولاقوه الا باله العلي العظيم اخر الزمان الام تشرك مع بنتها الراجل اسالكم الدعاء اخوتي درت جوج عمليات دعوه المسلم لاخيه مستجابه جزاكم اله خيرا,0
ناري هاد شي بزاف هادو هما امهات اليوم والمستقبل,0
لا حوله ولا قوه الا باله العلي العظيم,0
لا حولا ولا قوه الا باله العلي العظيم حرام عليها,0
لا حول ولا قوه الا باله العلي العظيم,0
لا حول ولا قوه الا باله العلي العظيم,0
مشاء اله الامهات تعنق الابناء وانت تعنقي رجل,0
واهيا ربي سمعت لام قلت هيا المظلومه وملي سمعت البنت البنت هيا لمظلومه اودي الامهات ديال اخر الزمان كنا كنقولو الاباء دغيا كيتزوجو ودابا ولات الامهات لكتزوج وتلوح بناتها ابنتي دابا هيا لغتخرج دار عندكم نص فيها قطه راها كتهز ولادها بسنانها حنا كلنا انت يابنتي,0
عفاكم شي محامي مؤمن اوقف معا هاد البنيات,0
حسبي اله ونعم الوكيل,0
حسبي اله ونعم الوكيل,0
حسبي اله ونعم الوكيل,0
حسبي اله ونعم الوكيل,0
هادي ام دبا هادي نهار تشد العكاز تخرج تقول بنتي لحتني لشارع بحال هاد امهات تشعلي فيهوم العافيه ومتحسي اله يسمح عليا,0
كيف ما يكون خطا متبادل بين الام ديالك او هد السيد الام ديالك خصك تجري في رضا ديالها هو لي وقع ان هد الشخص طاح علي الام ديالك اله يهدينا و يهدي جميع الامه الاسلاميه,0
حسبي لاه ونعمه وكيل هدي عندها حق مهي كدابه,0
الغلط هو ان الواحد نهار يجي يخطبك كتسولي عليه قبل مادخليه لداركم وتصرفو عليه كيما راجل كيسول علي البنت حتي البنت تسول وعاد دخليه وهادشي الا دخليه ضيف ومك تلقاها تلقاها انشاء اله,0
تقرجت لام ديالها اولا و كونت صوره الصراحه غالطه و دابا تفرجت لبنت بانتلي اكثر صدق من امها و اله اعلم مهما كان العائله المغربيه تفكت فعلا,0
حسبي اله ونعم الوكيل,0
اله يرحم ليكم الوالدين ما عاونوها راه ماشي كل المراه تسمي ام القليل فقط كامي,0
lah ychafiha yarbi,0
اله معاك نسايها راه واخا ترجع عمركم ترجعو ام وبنتها حسبيها مات واله انا بلاصتك ندير هاكا ونمشي نخدم ولا تزوجي وتساي كلشي خوتك الي لقيتي ترديهم عندك من الاحسن وخلي سيده راه جاتها المراهقه,0
الام خصها تعالج مريضه كاين امهات لي كيغيرو من بناتهم وهذا راه مرض,0
lah ichafiha ya rab,0
فهمتي ولكن علاش مكتصبروش وحتفضحو نفسكم هاذ الراحل مايستهلكش وهذا الام غادي تخلص ولكن صبروا وتيقوا في اله,0
خاص تدخل السلطه قبل ماتوقع شي كارثه واخه انت مكانش عليك دخليه الداركم قبل زواج اله ياخد الحق خاصكم تاهدوا حقكم قبل ماياخد ليها داك شمكار,0
ماتبكيش الافاعي هي التي تزوجت سلاله وحده نتي ربي بغاك ملي تفكيتي منو ربي دارليك الي فيه الخير وحتي ديك الي كتقولي ليها الام مكتستهلهاش هذيك افعي سامه ستموتوا يوما بسمها او بحدها,0
حشومه عليها هذيك الام دير لبنتها هذ الحاله علي قلت الشمايت جات لاصقه فراجل بنتها ردات بنتها ضره يالاه اش بقا منقولو فهد الزمن لا حول ولا قوه الا باله,0
الغريب في الامر هاد الام حيث تكبر تخرج حتي بدورها تبكي علي الناس و تقول ليهم بنتي مسخوطه باله عليكم واش هادا حق في الدنيا حسبي اله ونعم الوكيل في كل ام صارت علي هذا المنهج حرام و عيب من جه اله و نشوفو سوره النساء لتذكير,0
بلا متبكي اختي دابا اله ياخد لك حقك من هديك المجرمه ماشي ام هديك بزاف عليها الامومةمتعرفهاش مصيرها العداب في دنيا والاخيره دابا تشوفي صلي ودعي معهم,0
من الاحسن لوكان خديتو شهاده اخوها و اختيها و خطيبها كي نعرف الحق من الباطل,0
شوفي نتي بينا فيك بنت زوينه نوضي كملي قرايتك وخدمي اوجمعي خوتك والايام غدي تفرجك فيهم خلي الخلق لخالق,0
السلام اختي حصبي اله ونعم الوكيل في هد الناس واله يصبرك,0
اله يدينا في الضوء مبقا ما يعجب ربي ياخذ حقك اختي,0
نصيحه له كون هاد البكاء بكيتيه في التلت الاخير من اليل واطلبي اله وغادي ينصرك اما البشر مغيفيدك بوالوا,0
ربي معاك ختي,0
حسبنا اله ونعم الوكيل في هاد الام الغداره,0
اله يدير لكم شي تويل ديال الخير,0
حسبيا اله ونعم الوكيل اش من ام هذي,0
ياتي يوم تكبري و تهمك ابنتك بانك هربتي مع خطيبها لان عقوق الوالدين يكون بالمثل فاله توعد بالانتقام من عق والديه يعقه ابناءه حسب قول امك انك عاقه,0
سبحان اله ترك هذي البنت حلوه و ذهب لغير الحلوه,0
هادي راها ماشي ام الام تضحي بكلشي هادي ام انانيه بلا قلب اله يفضحها وياخذ فيها الحق اله يسر امورك ابنتي ربي كبير,0
لا حول ولا قوه الا باله هد الناس هوما لي خاص ديهم كورونا وتبعدهوم علينا يارب العالمين,0
اله يخد فيها الحق واش كينا شي ام كدير هكا في ولادها سمعت ديك الشارفه كتهدر يعنيها مبرقين,0
و له ما نبكي علي بحال هاذ رجل نبكي علي الام ناقصه وحتي هيا وما نبكيش عليها سري ديها فمستقبلك وقراي وديها فراسك وما تفكريش فزواج فكري فمستقبلك,0
لا حول ولا قوه الا باله العلي العظيم مصيبه هذه منكر في الدنيا اله يلطف بنا و صافي,0
حسبي اله ونعم الوكيل هادي مشي ام,0
صعيب عليك الحال ابنتي فيك النفس علي اخواتك الجمعيات مانظنش توقف معاك ركزي علي نفسك الام ديالك مجرمه ماشي ام حسبي اله ونعم الوكيل امك اذا بغيتي تبتي انها مزياناش غادي تحمقك انت في ظروف صعيبه,0
بنت مسكينه خاصها طبيب نفساني مشي شوف طفي حرام هد شي بنت راها مدمره من واحد غدرها انا اله الي عالم بيها,0
لاحول ولاقوه الا باله العلي العضيم اله يهديك انت هي السب الرئيسي في هذه الفضيحه ومبعد تجي تبكي بديتيها بالحرام وكملت عليها امك عائله مستوي تحت صفر لا دين ولا اخلاق اله يسترنا فوق الارض وتحت الارض ويوم العرض,0
اله يحفظ هذي ماشي ام ولاحوله ولا قوه الا باله,0
الهم انك عفو تحب العفو فاعف عنا حرام دينيا اولالا,0
لا حول ولا قوه الا باله العلي العظيم,0
انا اتساءل واش كاين شي حاجه اعز علي المراه من اولادها يالطيف كيفاش تفضل راجل علي ولادها الحيوانات تحافظ علي اولادها,0
صعيبه المراهقه ذيال 40 عام دبا يلوحها انشاء اله اله يكون معاكم الضربه القويه هي لي تجيك من اقرب الناس اليك وخاصه الام اله يهديها وصافي,0
الحمد له عائله باباك معاكم اختي لوكان عندك العقل كون بقايتي مع راجلك متبقايش معاها ديري عقلك وردي البال راسك خليها دابا تندم وانت الفائزه وهيا الخاسره كون يابنتي بعقلك وياكي ديري فيراسك شي حاجه خاصك تكوني واقفه علي رجليك معرفناش الزمان اش مخبي,0
طلب من ناس المسئولين يقطعوا ايدين تماسيح ويسعد بنت الوطن ويجب قطع التدخلات وباك صاحبي ومن تورطت دعم الظلم يجب معاقبته خمس سنوات وما فوق والسلام عليكم,0
نهايه هذ الام غد يضحك عليها دك الشمكار ويلوحها في الشارع ربي ينصفك وينصرك,0
رانا معاك يا اختي الكريمه ربي ليك سند سبحانو ايخرج فيها الحق,0
ما تنسايش انك انت السب الرئيسي في هاذ المصيبه كان الوجب عليك ما تفتحيش الباب لذئب وداك الشي الي درتي فالاخر كان عليك الديريه فالاول قبل ما تجيبيه لدار يخطب,0
لا حول ولا قوه الا باله اله يعوضك خير دابا تندم من حيث لا ينفع الندم,0
قطعتيلي قلبي اله يصبرك ختي معندي ليك جهد ربي يسهل امورك,0
عندي جوج اولاد ولد وبنت اعز ما عندي في الحياه نقدر نموت علي ودهم راه ما شي ساهله كلمه ام,0
نفس القصه تكرات ديا الاخت الشماليه لامها خدات ليها راجلها وهي حامله حسبي اله ونعم الوكيل,0
اله يشفيهي ياربي وشافي جميع مسلمين,0
يا البنات متيقوش حتي تعرفوا الاصل ديال اي واحد وا خا اكون با باه غارق فلوس ميهمش اله اكون في عونك ابنتي اجيب ليك شي ولد الناس لي استرك هداك راه عدوه ماشي ام حسبي اله ونعم الوكيل,0
اودي هادشي غير عندها خمسه الاولاد ما خلات والو لي ما عمرها ما تزوجات حسبي اله ونعم الوكيل,0
اله شافيها وخليها ليك,0
lah ychfiha yarbi,0
الام المراهقه هادي فلخر غيمشي عليها ولادها غيكرهوها وغنلقاوها فلحبيبه مي كتبكي وتخن,0
لاحول ولا قوه الا باله العلي العظيم,0
لاحول ولا قوه الا باله العلي العظيم,0
اختي اله يشافيه في هد العواشر حتي انا مريضه دعيو معيا اله يجازيكم,0
لاحول ولا قوه الا باله العلي العظيم,0
ياربي السلامه كنا هانين من هاد اليوتوب ولينا كنسوفو العجايب والغرايب هادا اخر الزمان اله يلطف بينا,0
لست وحدك اله موجود لاينسي احد ادعي اله يعمل لكم مخرج,0
ڤاع دار الزين سيدي ربي,0
اله يطول عمر ميمتي,0
مابقاوش كيبغيو اتزوجو ب البنات ناس كيبغيو غير الميمات حسبي اله ونعم الوكيل,0
لا حولا ولا قوه الا باله,0
amin yarbi lah ychafiha,0
علامات الساعه شي مؤلم انا حسيت ان البنت صادقه اله يصوب ليها مسكينه صراحه خاص السلطات تدخل حرام هادشي هاذ المراه لا تشرف المراه المغربيه,0
زمان الغرائب والعجائب الصراحه الساعه راه قريبه,0
لهاد الدرجه تيوصلو الامهات مع ولادهم لاله الا اله محمد رسول اله عيب وحشومه سامحه في تلاثه لبنات راها مسؤوله عليهم امام اله,0
هنا الامن والقانون خصو يتدخل يحمي هؤلاء الايتام اما عن الام تزوجت تذهب مع زوجها ليوفر لها الحق في العيش وحرام عليها التصرف في مال الايتام اولادها لتصرف علي زوجها العاطل,0
المفروض الام كضحي علي قبل وليداتها وتساندهم هادي مشات تزوجات برجل لي خطب بنتها اش هاد العجب كنشوفو وخا مايبقا حتي راجل فدنيا ماتزوجش به لاش غتزوج اصلا وكاع الا بغات تزوج تشوف واحد اخر لاحول ولا قوه الا باله يارب تسترنا فوق الارض وتحت الارض ويوم العرض,0
الهم انتقم من الظالمين,0
اختي خرجي كري مع البنات وخدمي علي راسك فشركه وتهناي من هاد الصداع حسن ميديرو فيك شي مصيبه الام ديالك باينه مبقاتش تشوف من غيرو اله يفرج عليك انت وخوتك,0
انا مفهمتش علاش هاد الحاله و البكي علي رجل ماهوش راجلك عيب عليكم في الزوج خلاصو رجال,0
quele mère alah instar,0
المراهقه المتاخره اختي العزيزه ليكن ايمانك باله قويا لا حول ولا قوه الا باله,0
حسبنا اله ونعم الوكيل,0
لكشف الحقيقه خاص تجي حتي ديك الام,0
كاين ابنتي محكمه اله لا وصيط فيها الا الحسنات وانت يابنتي باق صغيره ربي غادي يجيبلك حقك وهاد الام غادي تندم حيت لا ينفع الندم,0
alah ma3ak yarab,0
اله يفرجها عليك وربي معاك عندي جوجل ربايب وكنخاف عليهم وربي لعلم ومهم سمحات فيهم مشات تفسد وتشدات فالحبس,0
انا ولدي جاه فشل في الكبد ورغم خطوره اني اعطيه نصف الكبد علي قرت اني اتبرع له بكبدي لكن لاسف توفي وافتخر اني ام,0
هداك ماشي راجل اصلا تعيطي لمستواهم اطليها اله استرنا في دنيا والاخره ياربي سلامه,0
لا حول و لا قوه الا باله,0
تهنيتي منهم ابنتي واتهنيتي من داك النصاب لاحوله ولا قوه الا باله العلي العضيم,0
wkilha rabi waysabrak ya hanouna rabi ykadrak,0
كاينين شي امهات اله يحضر سلامه كتشوف بنتها عدوتها,0
لا حول ولا قوه الا باله,0
لا حول ولا قوه الا باله,0
ماتبكيش امك عندها لاكريز الاربعينات وهذا الولد كيغتنم فيها ونهار الي تفيق منعاس غادي تندم وانت الحمد اله مازال المستقبل القدام,0
لا حول ولا قوه الا باله,0
لا حول ولا قوه الا باله,0
اله يسترنا حتا يدينا,0
البنت صادقه بقات في الام خائنه وحقيره,0
لا حول ولا قوه الا باله,0
اعوذ بله من الشيطان الرجيم ياربي سلامه المفرود امك هي لي تحميك وهي لي تخاف عليك الهم يسر امرهذه البنت يارب العالمين,0
بعيدا عن العاطفه والدموع كيف يعقل تعارفتي معاه فالفايسبوك جا خطبك دخلتيه لدار وليتي تصرفي عليه انتي والام ديالك اشمن منطق هاذا,0
هذه عدوه و ليست ام,0
كلشي تابع الفلوس غادي ياكل لها رزقها و يرميها,0
اله حتي ياكل لها فلوسها اهديك الدار ويرمها ف الزنقه باقي غتسمعي خبادرها,0
مابقا ميعجب مسكينه متستاهلش زوينه,0
صافي مشي اله يعاونا ويعاونو,0
ناري اخر حاجه نتوقعها هي ام تكون سب تعاسه بنتها,0
لاحولا ولا قوه الا باله,0
اصلا عائله كولها عوجا بحال الام بحال البنت السيد خطب ولا ساكن معاهم اله يسترنا,0
نجاك ربي منو يا بنتي فرحي متبكيش لاباس مدبحكومشي ودالا الحصيصه ومشي,0
هدا هو الموشكيل لي عند العرب الام ديما علي حق مهما وقع لمجرد انها ام,0
alah yha ya rabiy,0
اله يفرج عليك اختي,0
لي فهمت من القصه انك نتي غير ضحيه سيد كان صاحب ماك وداروك طريق باش يدخل لدار ويعيش مع ماك كانوا متفاهمين عليك,0
يارب السلامه علي ام تفو,0
فاقد الشيء لا يوعطي هاد الام مريضه نفساني لو كانت عاشت الحنان والاستقرار لنفسي مكانش تعامل بنتها بهاد المعامله خاصها تعالج,0
اله اكبر لا الاه الا اله المنكر هدا لاتيقه لا حنان وخي ادير بنتي اعجب نوقف امعاها علي قلت الرجال الخير موجود ولكن يمهل ولا يهمل مع الايام ادور فيها ويلعب اعليها مادارت الخير حتي امع بنتها,0
انا حسي بلي هاد البنت هي لي علي حق و هي الي كنقول كلام الحق و هاديك الام لي حاشا واخا تكون ام هاديك هي لفعه كرطيطه هادشي كيخلع اله يطول فعمرك اميمتي,0
alah yashfiha ya rabi,0
لا حول ولا قوه الا باله هادي ماشي ام,0
مع شوف تيفي عشنا او شفنا الهم استرنا فوق الارض وتحت الارض ويوم العرض,0
تا خير زمان نعرف الام حنينه وتلم وليداتها وتحن عليهم مشي تفركتهم وضرهم حسبنا اله ونعم الوكيل كيفاش قد ولدها يبغيها مالها دنيا قباحه وناس جياحت مالها الام في عوض لي تلم ولات تسب الهم هدي بنت صغيره وراهي نفسيتها مريضه من اقرب الناس ليها لا حول ولا قوه الا باله ربي يحن القلوب ويبعد علينا الشيطان اله ينعلو قد سما والارض,0
كل من عليها فان ويبقي وجه ربك ذو الجلال والاكرام صدق اله العظيم واله لو لن هذه الام جلست مع نفسها قليلا وراجعت اعمالها وتيقنت ان السعاده في العطاء وليس في الاخد لتراجعت عن هذه التصرفات الصبيانيه ولتكن هذه الشابه متاكده ومطمءنه ان هذه الام ستنال عقابها قريبا وستندم نصيحتي لهذه الشابه ان تمسح دموعها وان تفادي الاصطدام مع امها ليس برا بها ولكن برا بنفسها وتثق في نفسها وترك القضيه بين يدي اله تعالي وسيظهر عدله قريبا,0
صعيبه المراهقه ذيال 40 عام دبا يلوحها انشاء اله اله يكون معاكم الضربه القويه هي لي تجيك من اقرب الناس اليك وخاصه الام اله يهديها وصافي,0
خاص نسمعو لام باش تكمل الصوره حينت بنات اليوم شدو العاقه و دارو جناوح هادشي علاش ميمكنش نحكم من الهدره ديال هاد البنت,0
ربي السلامه مبقه مايعجب هادي ام هادي لاحول ولا قوه الا باله العلي العظيم,0
كاينين شي امهات انانيات مايستاحقوش كلمه ام,0
ربي معاك اختاه,0
علامات الساعه الكبري ظهرت افيقوا يا ناس استغفروا توبو له فلم يبقا الا القليل من الوقت,0
نشوفو الاستاذ النوري والزروالي واش غيدخلو علي الخط هاد البنت مسكينه,0
واش هدي ام دير بنتها هكدا لا حول ولا قوه الا باله العلي العظيم,0
yarabi dechafiha,0
قليل كورونا علينا الهم هدا منكر الام تاخد خطيب بنتها تفوز,0
عاونوها عاونوها ياربي واش بيكم يا المغاربه وينو زهراش والڨلاع ومحامو ليلي والمحامي وينكم هادي صح تسحق المعاونه,0
lahawla wala 9ouwata ila bi lah ya rabi khoudh el ha9,0
نطالبو بسي الحموشي يتدخل وكل مسؤول يخاف اله فهاد البنت راه حشومه وعايب هاد شي لي كنشوفو,0
اش هاد المصيبه ياربي ولينا نشوفو,0
السلام اختي اله يخد لك حقك ان اله مع الصابرين,0
المشكل مسكينه خايفه علي خواتاتها حيت قالت هو سكير كيشرب او مكن ادير فيهوم ما بغا يقتلهوم ولا يغتصبهوم لا قدر اله خاص الي يوقف معاهوم,0
اولي هداي نهار تموت متعريش عليها متبكيش عليها متحنيش فيها ختي اله خدي وقف معك الي خدات حقك في دنيا في اخيره تخدوه,0
يمكن نتحلم انا متيقت لا الام ولا البنت كولشي بحال بحال واله اعلم,0
يتعلم منها ومنو التخضير والشراب وتخرجهم الطريق تحرك يالسلطات حميو هاذو البنات اليتيمات,0
ونعم الام حسبي اله ونعم الوكيل ولش كاتبكي فك اله منو ولكين قلبتي عليهابنيتي وش الفيسبوك تيتزوجو منو الناس,0
علي النيابه العامه التدخل,0
اختي عملي كمره في المنزل بلا علمها وقدميها لامن باش تحمي خوتاتك والقانون فوق كل واحد,0
الهم الطف بعبادك,0
لاحول ولاقوه الاباله كنتمني شي محامي يتبني القضيه ديال البنت,0
ياربي السلامه هدي ام,0
الام ديالك هي لي حمقه اما انتي بعقلك دبا ربي يعوضك ان شاء اله وهي ادا قاضي الارض ما وصلاتوش قاضي السماء غيعاقبها صبرا جميلا,0
هذه ثمره الافلام الاجنبيه عن بلادنا و عن ثقافتنا و الجاني هي الدوله و الضحيه هو الشعب,0
حسبي اله فهاد المره,0
ربي يفرج عليك انشاء اله,0
بنات الاصل مايسكن معهم رجل حتا اضرب صداق وعملو اعلان الزواج ماشي خطبني وسكن معنا وكنصرفو عليه واش اعباد له مستفدتو ولا من قص ليلي ولمحامي وملكم ديرو العز راسكم,0
ياربي تستر اله لطف بينا هادي علامه الساعه ياربي السلامه,0
خطيها وخطيه وقولي حسبيا اله ونعم الوكيل,0
هذي تعتبر تان من زني المحارم واله ربي معاك اكبر صدمه هي الام لما تكون عدوه,0
اله يفرجها عليك او علينا او علي الجميع,0
حسبك اله ونعم الوكيل لا تقنطي يا بنيتي سيجردها من كل ما تملك وسيرميها في القمامه سترين فلا تقنطي,0
اناواله بنتي تنحماق عليها مبغتش نتزوج عليقبلها بش منجرحاش اله يستر نا في الدنيا والاخرةهادشي لتنسمعو,0
الام سيري اله يعطيك شي مصيه,0
له يدير ليك تاويل لخير,0
لاحول ولاقوه الا باله هاد الام خاصها ايرجموها امام الملا حتي اتكون عبره كفاش القانون متحركش لانقاذ هده العائله,0
lah ychfih yklha lik khti,0
lah m3ak akhti lah ykhod lhak fdalam,0
لاحولا ولا قوه الا باله الام جاتها سن لمراهقه متاخره هداك الزلال لي هربت معاه دابا ينوض لدوك لبنيتات يغتاصبهم خاص لجمعيات تدخل قبل مايفوت لفوت,0
الخطيبه في الاسلام لا تسمح لخطيب ان يستقر في بيتك الا بعد العقد الخطبه مجرد كليمه لا اقل ولا اكثر اي انا اعطينه الكلمه لهذا الانسان بالزواج حرام معه الخلوه او اي شيئ نتمنوا يبان الحق وينتصر,0
يالطيف ياربي الطف بينا هاذي زعما بني ادم منقدروش نخطفو صاحب نتاع صحبتي وهاذي ام ام ام لاحوله ولاقوه,0
بلا مطعنيش راه هداك الراجل غادي ياكل رزقكم ويشبع منها ويرميها وترجع لكم كتبكي,0
nad3oulak rabi yahafdhak rabi mak,0
ختي نصيحه صلي وقراي القران ونسايهوم عليك ديريهوم بحال الي عمرهوم كانو واخا صعيبه واله غيعوضك علي كلشي,0
ياربي يتزوج بها شي حد كيسور ويهزها هي وخيتها صعيبه هكا,0
ياخوتي دعيو معنا مع الناس لي رهم يمتو بالخمر في وجده,0
سبحان اله ماعرفتش علاش ماتاترتش بهذه البنت واله ماحسيت بيها صادقه بان ليا غير دموع التماسيح,0
ولبنت كتقول راها رفضاتو يعني قبل متزوج بيه الام يعني مشي راجلها ومخداتوش ليها,0
هذي الامومه بريئه منها,0
صعيبه المراهقه ذيال 40 عام دبا يلوحها انشاء اله اله يكون معاكم الضربه القويه هي لي تجيك من اقرب الناس اليك وخاصه الام اله يهديها وصافي,0
و قفو مع الايتام جزاكم اله خيرا هذه الفتاه تقطع القلب بينا مضلومه تحتاج من يسندها اله يهز الحق,0
نطلب من اله يكون معك اختاه لا بد من الابتلاء دبا ربي يسر امورك,0
